,State,Energy(cm-1),Wavelength(nm),fosc(ELEC),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),fosc(VELO),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),R(ELEC),MX(au),MY(au),MZ(au),,State,Energy(cm-1),Wavelength(nm),R(VELO),MX(au),MY(au),MZ(au)
,90,60608,165,0.001703688,0.00925,-0.01216,0.09254,-0.0233,,90,60608,165,0.00054941,0.00023,-0.00113,-0.0145,0.00401,,90,60608,165,0.06872,-0.0013,0.00467,0.01299,,90,60608,165,0.02425,-0.0013,0.00467,0.01299
,91,60942.2,164.1,0.026209927,0.14159,-0.17222,-0.3242,-0.08257,,91,60942.2,164.1,0.001194357,0.0005,0.01487,0.0166,-0.00088,,91,60942.2,164.1,-87.92966,0.01426,0.44844,0.46829,,91,60942.2,164.1,-12.30285,0.01426,0.44844,0.46829
,92,61039.9,163.8,0.015617055,0.08423,-0.09056,0.10848,0.2535,,92,61039.9,163.8,0.003307019,0.00138,0.03224,-0.00233,-0.0183,,92,61039.9,163.8,-19.78667,-0.03053,-0.08905,-0.13836,,92,61039.9,163.8,-2.97418,-0.03053,-0.08905,-0.13836
,93,61115.2,163.6,0.010161541,0.05474,0.1965,-0.07484,-0.1026,,93,61115.2,163.6,0.000475607,0.0002,-0.01391,-0.00209,0.00096,,93,61115.2,163.6,0.90091,0.09218,-0.02761,0.17807,,93,61115.2,163.6,1.78413,0.09218,-0.02761,0.17807
,94,61226.2,163.3,0.013093689,0.0704,0.07425,0.24915,0.05306,,94,61226.2,163.3,0.005425994,0.00227,-0.01785,-0.04358,-0.00724,,94,61226.2,163.3,-9.892,0.11692,-0.1741,0.25848,,94,61226.2,163.3,-6.13212,0.11692,-0.1741,0.25848
,95,61382.1,162.9,0.022103215,0.11855,0.05703,-0.18285,0.28611,,95,61382.1,162.9,0.005019178,0.00211,-0.01549,0.03011,-0.03097,,95,61382.1,162.9,-19.00358,-0.02214,0.04396,-0.10838,,95,61382.1,162.9,-8.46713,-0.02214,0.04396,-0.10838
,96,61387.5,162.9,0.038077962,0.20421,0.41677,-0.07099,0.1596,,96,61387.5,162.9,0.004528601,0.0019,-0.01904,0.02187,-0.03255,,96,61387.5,162.9,-9.92036,-0.00124,0.03647,-0.11237,,96,61387.5,162.9,-7.54883,-0.00124,0.03647,-0.11237
,97,61535.2,162.5,0.077388115,0.41402,0.16917,0.61711,0.06771,,97,61535.2,162.5,0.025127367,0.01057,0.01144,-0.09089,-0.04664,,97,61535.2,162.5,58.32722,-0.02284,0.20274,0.03649,,97,61535.2,162.5,34.2866,-0.02284,0.20274,0.03649
,98,61587.8,162.4,0.010526113,0.05627,-0.06186,-0.05598,0.22205,,98,61587.8,162.4,0.001820589,0.00077,-0.00941,0.01298,-0.02257,,98,61587.8,162.4,3.92859,-0.02908,0.00807,0.03146,,98,61587.8,162.4,0.55666,-0.02908,0.00807,0.03146
,99,61632.4,162.3,0.021565607,0.11519,0.13325,-0.3109,-0.02789,,99,61632.4,162.3,0.005972523,0.00252,-0.02319,0.04359,-0.00882,,99,61632.4,162.3,48.40571,0.16095,-0.256,-0.05864,,99,61632.4,162.3,24.13259,0.16095,-0.256,-0.05864
,100,61645,162.2,0.033158532,0.17708,-0.40443,-0.09501,-0.06703,,100,61645,162.2,0.000476142,0.0002,-0.0103,-0.00892,-0.00387,,100,61645,162.2,-5.58981,0.00993,0.00797,0.10567,,100,61645,162.2,0.97776,0.00993,0.00797,0.10567
,101,61922.7,161.5,0.098110621,0.52161,-0.15354,0.30081,-0.63839,,101,61922.7,161.5,0.033478063,0.01417,0.01978,-0.03477,0.11211,,101,61922.7,161.5,56.11769,0.09535,-0.00246,-0.21055,,101,61922.7,161.5,36.14763,0.09535,-0.00246,-0.21055
,102,61946.9,161.4,0.141585477,0.75245,0.32644,-0.50805,0.62271,,102,61946.9,161.4,0.037182929,0.01574,-0.06169,0.05802,-0.09258,,102,61946.9,161.4,21.81787,-0.01687,-0.27179,-0.13859,,102,61946.9,161.4,3.17106,-0.01687,-0.27179,-0.13859
,103,62004.5,161.3,0.12643091,0.67128,0.06335,-0.29822,0.76048,,103,62004.5,161.3,0.040754101,0.01727,0.0006,0.05396,-0.11983,,103,62004.5,161.3,24.83842,-0.03706,-0.04963,0.0529,,103,62004.5,161.3,15.08478,-0.03706,-0.04963,0.0529
,104,62118.1,161,0.003131119,0.01659,0.026,0.12588,-0.00854,,104,62118.1,161,0.000140327,0.00006,0.00171,-0.00725,0.00203,,104,62118.1,161,1.84059,0.05739,0.02296,0.05604,,104,62118.1,161,-0.07593,0.05739,0.02296,0.05604
,105,62174.8,160.8,0.13105174,0.69391,-0.11177,0.20637,0.79927,,105,62174.8,160.8,0.048276232,0.02051,0.0057,-0.02329,-0.14121,,105,62174.8,160.8,45.12919,0.01559,-0.22201,0.17927,,105,62174.8,160.8,33.3734,0.01559,-0.22201,0.17927
,106,62318,160.5,0.061779708,0.32637,0.09623,-0.4681,0.31303,,106,62318,160.5,0.009779496,0.00417,-0.02803,0.042,-0.04019,,106,62318,160.5,-9.73695,-0.18821,0.04996,0.06659,,106,62318,160.5,-7.8,-0.18821,0.04996,0.06659
,107,62375,160.3,0.007847485,0.04142,0.0809,-0.17522,-0.0646,,107,62375,160.3,0.002370755,0.00101,0.02261,0.02106,0.0075,,107,62375,160.3,-16.17738,0.02484,0.15253,0.14857,,107,62375,160.3,-8.10693,0.02484,0.15253,0.14857
,108,62544.2,159.9,0.000382556,0.00201,0.02508,-0.03695,-0.00436,,108,62544.2,159.9,0.000095166,0.00004,-0.00421,0.0047,0.00091,,108,62544.2,159.9,-0.20469,-0.00603,0.00789,-0.00201,,108,62544.2,159.9,-0.10042,-0.00603,0.00789,-0.00201
,109,62630.1,159.7,0.314067922,1.65088,0.41491,-1.20945,-0.12633,,109,62630.1,159.7,0.070997864,0.03039,-0.04236,0.1643,0.04002,,109,62630.1,159.7,-41.37031,-0.07044,0.05192,-0.03383,,109,62630.1,159.7,-16.78657,-0.07044,0.05192,-0.03383
,110,62707.3,159.5,0.003020052,0.01586,-0.03982,0.11773,0.02024,,110,62707.3,159.5,0.000911912,0.00039,0.0045,-0.01864,-0.00482,,110,62707.3,159.5,0.3004,-0.01037,0.00166,0.00141,,110,62707.3,159.5,0.13928,-0.01037,0.00166,0.00141
,111,62825.5,159.2,0.018954642,0.09932,0.13973,0.06668,0.2745,,111,62825.5,159.2,0.012663959,0.00544,-0.05142,-0.01497,-0.05069,,111,62825.5,159.2,2.14834,0.01724,0.37422,-0.08308,,111,62825.5,159.2,3.75036,0.01724,0.37422,-0.08308
,112,62994.7,158.7,0.128776051,0.67299,0.11294,-0.26868,0.76684,,112,62994.7,158.7,0.019106204,0.00823,-0.0158,-0.00277,-0.08927,,112,62994.7,158.7,-116.1091,0.08176,0.09367,-0.30039,,112,62994.7,158.7,-41.49559,0.08176,0.09367,-0.30039
,113,63004.9,158.7,0.075922661,0.39671,-0.02264,0.02733,-0.62885,,113,63004.9,158.7,0.01660231,0.00715,-0.00598,0.02487,0.08059,,113,63004.9,158.7,-41.8146,0.04391,-0.17803,0.13172,,113,63004.9,158.7,-9.73164,0.04391,-0.17803,0.13172
,114,63019.2,158.7,0.112204548,0.58616,0.04156,0.05179,0.76272,,114,63019.2,158.7,0.027076203,0.01166,0.00574,-0.04045,-0.09996,,114,63019.2,158.7,-33.4036,-0.18125,0.40899,-0.11079,,114,63019.2,158.7,10.68611,-0.18125,0.40899,-0.11079
,115,63048.5,158.6,0.209983568,1.09644,-0.35123,0.96826,-0.18858,,115,63048.5,158.6,0.053733908,0.02315,0.07516,-0.13204,-0.00842,,115,63048.5,158.6,-44.83047,-0.23347,-0.12439,0.3004,,115,63048.5,158.6,5.99539,-0.23347,-0.12439,0.3004
,116,63191.8,158.2,0.002774483,0.01445,0.01245,0.04052,-0.11251,,116,63191.8,158.2,0.005144232,0.00222,0.0153,-0.03291,0.03007,,116,63191.8,158.2,7.14018,-0.16088,0.16065,-0.09456,,116,63191.8,158.2,17.34488,-0.16088,0.16065,-0.09456
,117,63212.6,158.2,0.001182853,0.00616,-0.02846,0.06139,0.03977,,117,63212.6,158.2,0.000869986,0.00038,-0.01128,-0.00615,-0.01452,,117,63212.6,158.2,1.83094,-0.01449,0.02233,0.05281,,117,63212.6,158.2,1.21272,-0.01449,0.02233,0.05281
,118,63234.4,158.1,0.005768324,0.03003,0.09538,-0.11869,-0.08275,,118,63234.4,158.1,0.005973336,0.00258,0.03352,0.01723,0.03407,,118,63234.4,158.1,19.42824,0.11214,-0.17155,-0.1227,,118,63234.4,158.1,5.52901,0.11214,-0.17155,-0.1227
,119,63283.9,158,0.083282666,0.43325,-0.03366,-0.04012,0.65613,,119,63283.9,158,0.015276446,0.00661,-0.03317,-0.00044,-0.07421,,119,63283.9,158,-43.64923,0.20336,-0.13,-0.13862,,119,63283.9,158,-5.8812,0.20336,-0.13,-0.13862
,120,63373.5,157.8,0.055060997,0.28603,0.05611,0.33493,-0.41316,,120,63373.5,157.8,0.053851398,0.02332,0.03212,-0.12702,0.07847,,120,63373.5,157.8,-46.83855,-0.45267,0.1911,0.3339,,120,63373.5,157.8,20.59161,-0.45267,0.1911,0.3339
,121,63448.9,157.6,0.017132157,0.08889,-0.08596,0.17828,-0.22298,,121,63448.9,157.6,0.001455901,0.00063,0.0031,0.01398,0.02065,,121,63448.9,157.6,-22.8174,0.15606,-0.13261,0.05086,,121,63448.9,157.6,0.52262,0.15606,-0.13261,0.05086
,122,63670.9,157.1,0.012890153,0.06665,0.04831,-0.24258,-0.07396,,122,63670.9,157.1,0.001874775,0.00082,-0.00072,0.02107,0.01927,,122,63670.9,157.1,-12.53915,-0.02176,0.01503,0.29611,,122,63670.9,157.1,-9.81293,-0.02176,0.01503,0.29611
,123,63727.1,156.9,0.001321048,0.00682,0.03448,0.07477,0.00671,,123,63727.1,156.9,0.000721859,0.00031,-0.01154,-0.01293,-0.00376,,123,63727.1,156.9,2.72122,-0.01351,0.06793,0.17286,,123,63727.1,156.9,2.22898,-0.01351,0.06793,0.17286
,124,63781.8,156.8,0.007372144,0.03805,0.0989,0.16499,-0.03237,,124,63781.8,156.8,0.003927528,0.00171,-0.02786,-0.02941,-0.00843,,124,63781.8,156.8,-0.57997,-0.03151,0.04161,0.1538,,124,63781.8,156.8,2.66271,-0.03151,0.04161,0.1538
,125,63881.4,156.5,0.018871615,0.09725,0.08375,-0.11451,0.27772,,125,63881.4,156.5,0.003268881,0.00143,-0.00619,-0.00219,-0.0372,,125,63881.4,156.5,-4.72542,0.00098,0.03098,-0.02361,,125,63881.4,156.5,-1.30316,0.00098,0.03098,-0.02361
,126,64088.7,156,0.009282654,0.04768,0.01359,-0.09556,0.19587,,126,64088.7,156,0.002455851,0.00108,0.00137,0.00467,-0.03243,,126,64088.7,156,-18.49414,0.01537,-0.03213,-0.21701,,126,64088.7,156,-11.15546,0.01537,-0.03213,-0.21701
,127,64111.2,156,0.004713627,0.0242,0.02577,0.01501,0.15269,,127,64111.2,156,0.003759914,0.00165,-0.00236,-0.02316,-0.03325,,127,64111.2,156,0.24518,0.04944,-0.12729,0.00758,,127,64111.2,156,-4.16325,0.04944,-0.12729,0.00758
,128,64115.1,156,0.000282392,0.00145,0.00571,0.03198,-0.01986,,128,64115.1,156,0.000252085,0.00011,-0.00249,0.00155,0.01009,,128,64115.1,156,-0.16022,-0.05348,0.03157,0.05257,,128,64115.1,156,-1.15012,-0.05348,0.03157,0.05257
,129,64146.7,155.9,0.04885245,0.25072,0.01764,-0.30736,-0.39489,,129,64146.7,155.9,0.012862423,0.00564,-0.00386,0.05839,0.04706,,129,64146.7,155.9,-20.86505,-0.04066,0.23891,-0.07569,,129,64146.7,155.9,-17.00736,-0.04066,0.23891,-0.07569
,130,64184,155.8,0.001763935,0.00905,-0.0102,-0.02588,-0.09096,,130,64184,155.8,0.000511103,0.00022,0.00827,-0.00368,0.01193,,130,64184,155.8,-1.21212,-0.00947,-0.09842,0.05733,,130,64184,155.8,-1.56022,-0.00947,-0.09842,0.05733
,131,64302.4,155.5,0.020317759,0.10402,0.10535,-0.30336,0.02996,,131,64302.4,155.5,0.016214391,0.00713,-0.02042,0.08102,0.01201,,131,64302.4,155.5,-0.99691,-0.24732,-0.0555,0.23717,,131,64302.4,155.5,-5.47597,-0.24732,-0.0555,0.23717
,132,64320.6,155.5,0.029246396,0.14969,-0.04665,0.2827,0.26,,132,64320.6,155.5,0.014298432,0.00629,-0.00153,-0.03549,-0.07088,,132,64320.6,155.5,-8.33191,-0.01538,0.07519,-0.15249,,132,64320.6,155.5,-13.13282,-0.01538,0.07519,-0.15249
,133,64369.6,155.4,0.009592707,0.04906,-0.08502,0.05051,-0.1982,,133,64369.6,155.4,0.006012049,0.00264,-0.00759,0.0502,0.00818,,133,64369.6,155.4,13.3173,-0.04932,0.2518,-0.05719,,133,64369.6,155.4,-20.17036,-0.04932,0.2518,-0.05719
,134,64462.2,155.1,0.004317897,0.02205,-0.04548,0.04128,0.1352,,134,64462.2,155.1,0.002439745,0.00107,0.01829,0.00458,-0.02682,,134,64462.2,155.1,11.31818,-0.04834,-0.10613,0.19371,,134,64462.2,155.1,10.53846,-0.04834,-0.10613,0.19371
,135,64469.5,155.1,0.017477711,0.08925,0.05826,-0.26574,-0.12343,,135,64469.5,155.1,0.015371679,0.00677,0.01471,-0.03002,0.0752,,135,64469.5,155.1,14.42088,0.00982,-0.21646,0.22286,,135,64469.5,155.1,-37.55966,0.00982,-0.21646,0.22286
,136,64514.4,155,0.002165071,0.01105,-0.0449,-0.09503,0.00138,,136,64514.4,155,0.001657792,0.00073,0.00789,-0.01985,0.01657,,136,64514.4,155,9.09151,-0.06564,-0.16889,0.20831,,136,64514.4,155,-10.08271,-0.06564,-0.16889,0.20831
,137,64639.4,154.7,0.025801535,0.13141,0.04144,-0.28177,-0.22426,,137,64639.4,154.7,0.037092296,0.01639,-0.02063,0.09666,0.08135,,137,64639.4,154.7,-20.18755,-0.42095,-0.04156,0.16537,,137,64639.4,154.7,-29.00825,-0.42095,-0.04156,0.16537
,138,64791.8,154.3,0.219359976,1.11458,-0.32592,0.44407,-0.90065,,138,64791.8,154.3,0.0165929,0.00735,0.03306,-0.04849,0.06248,,138,64791.8,154.3,112.30889,0.35318,0.17167,-0.30766,,138,64791.8,154.3,25.34696,0.35318,0.17167,-0.30766
,139,64856.3,154.2,0.172985592,0.87808,0.15495,-0.92404,-0.01473,,139,64856.3,154.2,0.023767102,0.01054,-0.0072,0.09932,-0.02488,,139,64856.3,154.2,74.19927,0.20261,-0.13469,-0.10386,,139,64856.3,154.2,19.54487,0.20261,-0.13469,-0.10386
,140,64891.7,154.1,0.141984203,0.72032,-0.46388,0.20185,0.68147,,140,64891.7,154.1,0.051513269,0.02285,0.07901,-0.09013,-0.09209,,140,64891.7,154.1,73.5296,-0.45259,-0.54343,0.08175,,140,64891.7,154.1,-9.07657,-0.45259,-0.54343,0.08175
,141,65037.4,153.8,0.047917479,0.24255,0.03852,0.0628,0.48695,,141,65037.4,153.8,0.025378989,0.01128,0.00168,-0.03278,-0.10101,,141,65037.4,153.8,8.40597,0.22535,0.01977,0.01624,,141,65037.4,153.8,3.03953,0.22535,0.01977,0.01624
,142,65093.3,153.6,0.026870569,0.1359,0.21306,-0.30043,0.01573,,142,65093.3,153.6,0.013479373,0.006,-0.03418,0.058,-0.03827,,142,65093.3,153.6,12.49984,0.44211,0.21932,-0.11374,,142,65093.3,153.6,-3.11652,0.44211,0.21932,-0.11374
,143,65429.2,152.8,0.000170855,0.00086,0.02472,-0.00613,0.01453,,143,65429.2,152.8,0.000079,0.00004,0.00402,0.00334,-0.00283,,143,65429.2,152.8,0.91513,0.03231,0.00082,0.07899,,143,65429.2,152.8,0.14407,0.03231,0.00082,0.07899
,144,65665.1,152.3,0.001537418,0.00771,-0.06927,-0.05165,0.01555,,144,65665.1,152.3,0.000554843,0.00025,0.01472,0.00338,-0.00458,,144,65665.1,152.3,-1.11644,0.05013,-0.01544,0.01973,,144,65665.1,152.3,-0.9378,0.05013,-0.01544,0.01973
,145,65749.5,152.1,0.00214619,0.01075,-0.02644,0.09822,0.02001,,145,65749.5,152.1,0.00126201,0.00057,0.01187,-0.01798,-0.01016,,145,65749.5,152.1,-8.16782,0.11641,-0.14445,-0.00297,,145,65749.5,152.1,-6.3078,0.11641,-0.14445,-0.00297
,146,65773.1,152,0.002747573,0.01375,-0.00133,0.05338,-0.10441,,146,65773.1,152,0.000473187,0.00021,-0.007,-0.00587,0.01137,,146,65773.1,152,-0.51625,0.03113,-0.03232,-0.00644,,146,65773.1,152,0.15948,0.03113,-0.03232,-0.00644
,147,65806.8,152,0.002370897,0.01186,-0.08719,0.03281,-0.05642,,147,65806.8,152,0.00119129,0.00054,0.01856,0.00376,0.01331,,147,65806.8,152,2.48997,-0.05877,0.04498,0.02337,,147,65806.8,152,0.95992,-0.05877,0.04498,0.02337
,148,65876.8,151.8,0.03244777,0.16215,0.14306,-0.36501,-0.09197,,148,65876.8,151.8,0.00644182,0.0029,-0.01905,0.0441,0.02434,,148,65876.8,151.8,16.89966,-0.00728,-0.12758,0.10528,,148,65876.8,151.8,4.59539,-0.00728,-0.12758,0.10528
,149,65898.4,151.7,0.000411724,0.00206,0.00502,0.04444,-0.00752,,149,65898.4,151.7,0.000111057,0.00005,-0.00257,-0.00272,-0.006,,149,65898.4,151.7,2.38214,0.02933,0.08013,-0.17867,,149,65898.4,151.7,-1.2228,0.02933,0.08013,-0.17867
,150,65983.1,151.6,0.000821051,0.0041,-0.0383,0.02759,0.04323,,150,65983.1,151.6,0.00005243,0.00002,-0.00094,-0.00282,-0.00385,,150,65983.1,151.6,-1.21301,0.00976,-0.08357,0.00246,,150,65983.1,151.6,-0.33978,0.00976,-0.08357,0.00246
,151,66056.2,151.4,0.001959153,0.00976,0.04164,-0.04563,0.07713,,151,66056.2,151.4,0.000365124,0.00016,-0.0062,0.00606,0.00947,,151,66056.2,151.4,8.66916,-0.1846,-0.17087,0.237,,151,66056.2,151.4,-3.68672,-0.1846,-0.17087,0.237
,152,66078.7,151.3,0.001352586,0.00674,-0.01883,-0.01994,0.07737,,152,66078.7,151.3,0.001284332,0.00058,0.0035,0.00939,-0.0219,,152,66078.7,151.3,-5.20558,0.10202,0.0529,-0.10424,,152,66078.7,151.3,-4.91199,0.10202,0.0529,-0.10424
,153,66143.4,151.2,0.000339121,0.00169,-0.03951,0.00263,-0.01095,,153,66143.4,151.2,0.000600885,0.00027,0.0139,-0.00443,-0.00768,,153,66143.4,151.2,1.84701,-0.03487,0.13971,-0.19843,,153,66143.4,151.2,-0.65813,-0.03487,0.13971,-0.19843
,154,66243.1,151,0.00091341,0.00454,0.02217,0.05017,-0.03913,,154,66243.1,151,0.000555657,0.00025,-0.00428,-0.01002,0.01152,,154,66243.1,151,-3.62128,-0.06394,-0.09034,0.04426,,154,66243.1,151,-2.63833,-0.06394,-0.09034,0.04426
,155,66308.9,150.8,0.015482226,0.07687,-0.02454,0.20915,-0.18034,,155,66308.9,150.8,0.003264789,0.00148,0.00001,-0.01084,0.0369,,155,66308.9,150.8,14.21466,-0.35329,0.17952,0.08908,,155,66308.9,150.8,-2.08543,-0.35329,0.17952,0.08908
,156,66472.7,150.4,0.006252279,0.03096,-0.07265,-0.12919,-0.09485,,156,66472.7,150.4,0.003795081,0.00172,0.02183,0.02722,0.02251,,156,66472.7,150.4,1.49128,-0.17796,0.05863,0.02311,,156,66472.7,150.4,2.75438,-0.17796,0.05863,0.02311
,157,66544.8,150.3,0.003884365,0.01922,-0.00248,-0.13043,-0.0469,,157,66544.8,150.3,0.013616823,0.00619,0.0019,0.07862,0.0029,,157,66544.8,150.3,-10.20632,-0.2956,0.17196,-0.00096,,157,66544.8,150.3,-20.14444,-0.2956,0.17196,-0.00096
,158,66556.6,150.2,0.013173739,0.06516,0.01268,0.16273,0.19626,,158,66556.6,150.2,0.008949311,0.00407,-0.00957,-0.05081,-0.03739,,158,66556.6,150.2,-10.48719,0.22069,-0.05106,-0.08525,,158,66556.6,150.2,-5.70549,0.22069,-0.05106,-0.08525
,159,66636.4,150.1,0.005024212,0.02482,0.09189,-0.12041,-0.04336,,159,66636.4,150.1,0.00268914,0.00122,-0.03163,0.00236,0.01478,,159,66636.4,150.1,-1.28973,0.00485,0.06048,-0.09458,,159,66636.4,150.1,2.18748,0.00485,0.06048,-0.09458
,160,66696.9,149.9,0.012018003,0.05932,0.07401,-0.22392,-0.06084,,160,66696.9,149.9,0.004289959,0.00196,-0.01827,0.03803,-0.01324,,160,66696.9,149.9,0.07805,0.2017,0.08531,-0.07137,,160,66696.9,149.9,-0.78233,0.2017,0.08531,-0.07137
,161,66702,149.9,0.001933134,0.00954,-0.04898,-0.08257,0.01803,,161,66702,149.9,0.001400212,0.00064,0.02327,-0.00146,0.00974,,161,66702,149.9,5.06594,-0.092,-0.06657,0.04119,,161,66702,149.9,2.5471,-0.092,-0.06657,0.04119
,162,66778.3,149.7,0.006310574,0.03111,-0.09832,0.14209,0.03541,,162,66778.3,149.7,0.006869016,0.00313,0.02985,-0.04642,-0.00944,,162,66778.3,149.7,-21.5842,0.33875,-0.05376,-0.13659,,162,66778.3,149.7,-21.53119,0.33875,-0.05376,-0.13659
,163,66796.8,149.7,0.011728313,0.0578,0.0392,0.15334,0.18098,,163,66796.8,149.7,0.008568867,0.00391,-0.00582,-0.03745,-0.04976,,163,66796.8,149.7,19.05587,0.59676,0.09373,0.01465,,163,66796.8,149.7,11.94602,0.59676,0.09373,0.01465
,164,66894.3,149.5,0.009499746,0.04675,-0.03539,-0.20138,-0.07032,,164,66894.3,149.5,0.005769723,0.00264,-0.00657,0.05003,0.0096,,164,66894.3,149.5,-1.39577,-0.2324,0.11595,-0.17297,,164,66894.3,149.5,-8.76485,-0.2324,0.11595,-0.17297
,165,66918.4,149.4,0.008123973,0.03997,0.01071,0.16093,0.11813,,165,66918.4,149.4,0.004765932,0.00218,0.0183,-0.0416,-0.01069,,165,66918.4,149.4,0.47547,-0.12137,0.06845,-0.07371,,165,66918.4,149.4,6.61819,-0.12137,0.06845,-0.07371
,166,66952.7,149.4,0.003059245,0.01504,-0.00605,0.09005,-0.08305,,166,66952.7,149.4,0.001951549,0.00089,0.00149,-0.0175,0.02418,,166,66952.7,149.4,-17.45557,-0.08499,-0.13365,0.30711,,166,66952.7,149.4,-14.89401,-0.08499,-0.13365,0.30711
,167,66965,149.3,0.01278003,0.06283,-0.06605,0.14793,0.19126,,167,66965,149.3,0.004351701,0.00199,0.00876,-0.02036,-0.03873,,167,66965,149.3,-11.72326,0.13926,0.1102,-0.16715,,167,66965,149.3,-8.42139,0.13926,0.1102,-0.16715
,168,66981.9,149.3,0.051105467,0.25118,-0.0765,-0.05544,-0.49219,,168,66981.9,149.3,0.007439844,0.00341,0.00026,0.01424,0.05659,,168,66981.9,149.3,51.25593,-0.02226,-0.05521,-0.21121,,168,66981.9,149.3,19.68892,-0.02226,-0.05521,-0.21121
,169,67036.2,149.2,0.017701796,0.08693,0.0199,-0.20165,-0.21418,,169,67036.2,149.2,0.011476621,0.00526,0.00012,0.03572,0.06311,,169,67036.2,149.2,13.34597,-0.46824,-0.25463,0.06406,,169,67036.2,149.2,7.8843,-0.46824,-0.25463,0.06406
,170,67051.9,149.1,0.031943016,0.15683,-0.11048,0.10145,-0.36652,,170,67051.9,149.1,0.016253764,0.00745,0.03131,-0.00287,0.08037,,170,67051.9,149.1,-19.21902,-0.22526,0.05306,0.19381,,170,67051.9,149.1,-12.91812,-0.22526,0.05306,0.19381
,171,67093.3,149,0.040034441,0.19644,-0.00558,-0.28894,-0.33604,,171,67093.3,149,0.020745641,0.00951,0.00266,0.035,0.091,,171,67093.3,149,31.16276,-0.50635,-0.36045,0.12164,,171,67093.3,149,4.46192,-0.50635,-0.36045,0.12164
,172,67180,148.9,0.003327443,0.01631,0.01977,0.09891,-0.0783,,172,67180,148.9,0.001447682,0.00066,-0.00375,-0.02016,0.01563,,172,67180,148.9,8.07604,0.11124,0.15237,0.00179,,172,67180,148.9,5.33007,0.11124,0.15237,0.00179
,173,67233,148.7,0.00258777,0.01267,-0.02617,-0.09943,-0.04583,,173,67233,148.7,0.00142925,0.00066,-0.00068,0.01032,0.02345,,173,67233,148.7,7.55393,-0.11066,-0.19207,0.13027,,173,67233,148.7,-1.76711,-0.11066,-0.19207,0.13027
,174,67263.4,148.7,0.006232597,0.0305,-0.08599,0.09452,0.11906,,174,67263.4,148.7,0.002199132,0.00101,0.0221,-0.02245,-0.00431,,174,67263.4,148.7,-2.20558,-0.19164,-0.2342,0.00823,,174,67263.4,148.7,-1.52091,-0.19164,-0.2342,0.00823
,175,67325.3,148.5,0.002071703,0.01013,-0.08985,0.02292,0.03914,,175,67325.3,148.5,0.003971586,0.00183,0.03794,-0.0191,-0.00483,,175,67325.3,148.5,0.67002,-0.05404,0.10279,-0.14794,,175,67325.3,148.5,5.06975,-0.05404,0.10279,-0.14794
,176,67438,148.3,0.048865852,0.23855,-0.15441,0.23971,0.39654,,176,67438,148.3,0.01435701,0.00662,0.01885,-0.06865,-0.03937,,176,67438,148.3,-6.37673,-0.57392,-0.39098,-0.02125,,176,67438,148.3,-25.86833,-0.57392,-0.39098,-0.02125
,177,67466.2,148.2,0.02157743,0.10529,0.30548,-0.06836,-0.08543,,177,67466.2,148.2,0.007898153,0.00364,-0.04991,0.02538,0.02251,,177,67466.2,148.2,50.90906,0.40047,0.20658,0.00271,,177,67466.2,148.2,22.52191,0.40047,0.20658,0.00271
,178,67477,148.2,0.022969414,0.11206,0.07168,0.21233,-0.24868,,178,67477,148.2,0.002646656,0.00122,-0.02428,-0.01022,0.02294,,178,67477,148.2,24.2309,0.26969,0.30998,0.13572,,178,67477,148.2,10.12579,0.26969,0.30998,0.13572
,179,67495.4,148.2,0.017437277,0.08505,0.13418,-0.07042,0.24917,,179,67495.4,148.2,0.002335477,0.00108,-0.01931,-0.01131,-0.02402,,179,67495.4,148.2,18.90581,-0.01663,-0.17264,0.1211,,179,67495.4,148.2,0.97367,-0.01663,-0.17264,0.1211
,180,67547.7,148,0.011836324,0.05769,0.14256,-0.12106,0.15069,,180,67547.7,148,0.001592177,0.00074,-0.0196,0.00806,-0.0169,,180,67547.7,148,17.25394,-0.01316,0.0509,0.2962,,180,67547.7,148,6.64531,-0.01316,0.0509,0.2962
,181,67616.2,147.9,0.008962609,0.04364,-0.17312,0.03676,-0.11097,,181,67616.2,147.9,0.005374837,0.00248,0.04112,-0.00997,0.02633,,181,67616.2,147.9,8.77931,-0.13091,0.18697,0.09836,,181,67616.2,147.9,7.12682,-0.13091,0.18697,0.09836
,182,67648.7,147.8,0.00468685,0.02281,0.01522,0.0691,0.13343,,182,67648.7,147.8,0.00157036,0.00073,-0.0054,-0.00413,-0.02607,,182,67648.7,147.8,-4.16945,0.17944,-0.11336,-0.02804,,182,67648.7,147.8,-0.35192,0.17944,-0.11336,-0.02804
,183,67651.9,147.8,0.006467627,0.03147,0.04878,-0.15396,-0.07341,,183,67651.9,147.8,0.004969747,0.0023,-0.00304,0.04717,0.00799,,183,67651.9,147.8,-4.44463,-0.09451,-0.04648,0.1631,,183,67651.9,147.8,0.91932,-0.09451,-0.04648,0.1631
,184,67731.5,147.6,0.009108382,0.04427,0.11315,-0.14877,-0.09662,,184,67731.5,147.6,0.003517204,0.00163,-0.01107,0.02359,0.03081,,184,67731.5,147.6,13.93851,0.06754,-0.20115,0.08282,,184,67731.5,147.6,4.49153,0.06754,-0.20115,0.08282
