,State,Energy(cm-1),Wavelength(nm),fosc(ELEC),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),fosc(VELO),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),R(ELEC),MX(au),MY(au),MZ(au),,State,Energy(cm-1),Wavelength(nm),R(VELO),MX(au),MY(au),MZ(au)
,91,53755.1,186,0.002357738,0.01444,0.10444,0.04577,-0.03792,,91,53755.1,186,0.00096361,0.00035,-0.01497,-0.00727,0.00878,,91,53755.1,186,8.9642,0.20847,-0.18558,-0.1513,,91,53755.1,186,5.96804,0.20847,-0.18558,-0.1513
,92,53801.6,185.9,0.00992259,0.06072,-0.11456,-0.20999,0.05913,,92,53801.6,185.9,0.002517172,0.00093,0.01164,0.02671,-0.00876,,92,53801.6,185.9,-16.46785,0.11308,0.09944,-0.01851,,92,53801.6,185.9,-7.95049,0.11308,0.09944,-0.01851
,93,53857.1,185.7,0.000801646,0.0049,-0.04083,-0.04894,-0.02895,,93,53857.1,185.7,0.00035058,0.00013,0.00361,0.01043,0.00268,,93,53857.1,185.7,3.43227,0.08994,-0.16967,-0.09151,,93,53857.1,185.7,3.24773,0.08994,-0.16967,-0.09151
,94,53928.2,185.4,0.006656854,0.04064,-0.06063,-0.16799,0.09349,,94,53928.2,185.4,0.001909667,0.0007,0.00679,0.02144,-0.01408,,94,53928.2,185.4,-11.89506,0.15625,0.03417,-0.10715,,94,53928.2,185.4,-6.33508,0.15625,0.03417,-0.10715
,95,53994.7,185.2,0.001232859,0.00752,0.00445,-0.00863,-0.08615,,95,53994.7,185.2,0.000297486,0.00011,0.00022,0.00428,0.00956,,95,53994.7,185.2,5.30085,0.13266,-0.09294,-0.11435,,95,53994.7,185.2,2.80183,0.13266,-0.09294,-0.11435
,96,54048.1,185,0.000771436,0.0047,-0.02465,0.06236,-0.01421,,96,54048.1,185,0.000147948,0.00005,0.00305,-0.00665,0.00107,,96,54048.1,185,1.44533,0.02518,0.04625,-0.05643,,96,54048.1,185,0.55693,0.02518,0.04625,-0.05643
,97,54111.5,184.8,0.001419973,0.00864,0.08479,0.03696,0.00914,,97,54111.5,184.8,0.0004567,0.00017,-0.01138,-0.00577,-0.00246,,97,54111.5,184.8,2.30663,0.16172,-0.18605,-0.21245,,97,54111.5,184.8,0.46917,0.16172,-0.18605,-0.21245
,98,54175.2,184.6,0.000050337,0.00031,-0.01061,-0.01011,0.00955,,98,54175.2,184.6,0.000091372,0.00003,0.00243,0.00491,-0.00195,,98,54175.2,184.6,2.28356,-0.5954,0.74531,0.63448,,98,54175.2,184.6,-1.85538,-0.5954,0.74531,0.63448
,99,54203,184.5,0.002945053,0.01789,0.03379,0.10974,-0.06858,,99,54203,184.5,0.000838862,0.00031,-0.00531,-0.01343,0.01011,,99,54203,184.5,-2.77258,0.27885,-0.32044,-0.28958,,99,54203,184.5,0.19716,0.27885,-0.32044,-0.28958
,100,54218.1,184.4,0.000828422,0.00503,-0.05976,0.02758,-0.02642,,100,54218.1,184.4,0.000279877,0.0001,0.00803,-0.0028,0.0056,,100,54218.1,184.4,12.57853,-0.45785,0.25245,0.28938,,100,54218.1,184.4,5.27677,-0.45785,0.25245,0.28938
,101,54232.7,184.4,0.001746712,0.0106,-0.05544,0.08673,-0.00258,,101,54232.7,184.4,0.00066436,0.00025,0.011,-0.01117,0.00061,,101,54232.7,184.4,-126.47613,2.06419,-1.83135,-1.94177,,101,54232.7,184.4,-80.09589,2.06419,-1.83135,-1.94177
,102,54269.6,184.3,0.0036861,0.02236,0.04901,-0.09065,0.10836,,102,54269.6,184.3,0.001102153,0.00041,-0.00859,0.01161,-0.01415,,102,54269.6,184.3,-1.61149,0.31361,-0.15343,-0.30173,,102,54269.6,184.3,0.39405,0.31361,-0.15343,-0.30173
,103,54278.8,184.2,0.002866589,0.01739,-0.05817,0.05197,0.10631,,103,54278.8,184.2,0.001115514,0.00041,0.00718,-0.01146,-0.0152,,103,54278.8,184.2,-160.19051,1.71486,-1.49006,-1.52943,,103,54278.8,184.2,-100.32419,1.71486,-1.49006,-1.52943
,104,54333.5,184,0.000959252,0.00581,-0.00726,0.06788,-0.03393,,104,54333.5,184,0.00022404,0.00008,0.00023,-0.00892,0.00189,,104,54333.5,184,-5.85889,0.31595,-0.32496,-0.35147,,104,54333.5,184,-4.39284,0.31595,-0.32496,-0.35147
,105,54352.2,184,0.007581125,0.04592,-0.14278,-0.1122,-0.11378,,105,54352.2,184,0.002410914,0.0009,0.01892,0.01796,0.01467,,105,54352.2,184,-23.1222,-0.54495,0.55806,0.56459,,105,54352.2,184,-15.2245,-0.54495,0.55806,0.56459
,106,54385.1,183.9,0.001587213,0.00961,-0.06944,0.00215,-0.06915,,106,54385.1,183.9,0.00048266,0.00018,0.01159,-0.00113,0.00661,,106,54385.1,183.9,-0.71953,0.1877,-0.20683,-0.17284,,106,54385.1,183.9,-2.40885,0.1877,-0.20683,-0.17284
,107,54420.6,183.8,0.011988509,0.07252,0.16027,0.084,0.19945,,107,54420.6,183.8,0.004621263,0.00172,-0.02358,-0.01253,-0.03172,,107,54420.6,183.8,-34.48312,0.31875,-0.28381,-0.50333,,107,54420.6,183.8,-22.82572,0.31875,-0.28381,-0.50333
,108,54435.2,183.7,0.003981551,0.02408,0.13063,0.08273,0.01306,,108,54435.2,183.7,0.00119828,0.00045,-0.01811,-0.01067,-0.00201,,108,54435.2,183.7,-2.46855,-0.02815,-0.02123,0.01517,,108,54435.2,183.7,-1.34186,-0.02815,-0.02123,0.01517
,109,54510,183.5,0.004487948,0.0271,-0.11094,0.07428,-0.09633,,109,54510,183.5,0.001683629,0.00063,0.01851,-0.0108,0.01297,,109,54510,183.5,-13.95809,0.21262,-0.16851,-0.06745,,109,54510,183.5,-9.26254,0.21262,-0.16851,-0.06745
,110,54778.6,182.6,0.002388536,0.01435,0.00894,-0.09145,0.07689,,110,54778.6,182.6,0.000787485,0.00029,-0.0013,0.01219,-0.01203,,110,54778.6,182.6,-2.12914,0.03995,0.02538,-0.03319,,110,54778.6,182.6,-1.24042,0.03995,0.02538,-0.03319
,111,54833.6,182.4,0.051087497,0.30672,0.41921,0.35759,0.05577,,111,54833.6,182.4,0.015299827,0.00573,-0.05712,-0.04922,-0.00689,,111,54833.6,182.4,-32.11132,-0.00507,-0.10779,-0.49203,,111,54833.6,182.4,-16.9596,-0.00507,-0.10779,-0.49203
,112,54839.3,182.4,0.021348316,0.12816,0.24495,0.03559,0.25864,,112,54839.3,182.4,0.006406415,0.0024,-0.03224,-0.01124,-0.03515,,112,54839.3,182.4,15.5846,-0.25072,0.64666,0.27629,,112,54839.3,182.4,16.77807,-0.25072,0.64666,0.27629
,113,54905.7,182.1,0.069429227,0.41629,0.25332,-0.28289,0.52163,,113,54905.7,182.1,0.022156492,0.00831,-0.03579,0.04031,-0.07354,,113,54905.7,182.1,-120.52926,0.00979,0.30028,-0.33202,,113,54905.7,182.1,-68.16414,0.00979,0.30028,-0.33202
,114,54925.4,182.1,0.006928501,0.04153,0.14425,0.14305,0.01606,,114,54925.4,182.1,0.002224681,0.00084,-0.0198,-0.01966,-0.00753,,114,54925.4,182.1,-38.74662,-0.56158,0.00269,-0.0975,,114,54925.4,182.1,-22.22751,-0.56158,0.00269,-0.0975
,115,54949.9,182,0.003071582,0.0184,-0.02758,-0.11993,0.05709,,115,54949.9,182,0.000723779,0.00027,0.00376,0.0131,-0.00928,,115,54949.9,182,4.21769,0.10015,-0.10292,-0.01111,,115,54949.9,182,1.63489,0.10015,-0.10292,-0.01111
,116,54963.6,181.9,0.026766843,0.16032,0.30012,0.0988,0.24594,,116,54963.6,181.9,0.008173614,0.00307,-0.04325,-0.01582,-0.03082,,116,54963.6,181.9,-31.396,-0.03829,0.03357,-0.23754,,116,54963.6,181.9,-15.89969,-0.03829,0.03357,-0.23754
,117,54985.4,181.9,0.028830373,0.17261,0.08345,-0.2928,0.2827,,117,54985.4,181.9,0.009339506,0.00351,-0.01387,0.03941,-0.042,,117,54985.4,181.9,-31.01061,0.08149,0.2539,0.00624,,117,54985.4,181.9,-16.21089,0.08149,0.2539,0.00624
,118,55022.2,181.7,0.085525497,0.51172,0.01914,0.50022,-0.51101,,118,55022.2,181.7,0.028160731,0.01059,0.00139,-0.06908,0.07626,,118,55022.2,181.7,-46.8753,-0.2921,-0.3061,-0.116,,118,55022.2,181.7,-22.36354,-0.2921,-0.3061,-0.116
,119,55046.4,181.7,0.01088625,0.06511,-0.08035,-0.2417,0.01518,,119,55046.4,181.7,0.003027082,0.00114,0.0102,0.03176,-0.00511,,119,55046.4,181.7,6.17251,0.04063,-0.05815,0.15164,,119,55046.4,181.7,4.14922,0.04063,-0.05815,0.15164
,120,55072,181.6,0.01260553,0.07535,-0.14931,-0.01075,-0.2301,,120,55072,181.6,0.004433855,0.00167,0.02456,0.00386,0.03242,,120,55072,181.6,8.85912,-0.14961,-0.02954,0.01679,,120,55072,181.6,6.09372,-0.14961,-0.02954,0.01679
,121,55079.1,181.6,0.060034368,0.35883,0.1628,-0.31182,0.48486,,121,55079.1,181.6,0.020469858,0.00771,-0.02566,0.04407,-0.07145,,121,55079.1,181.6,-74.54106,0.09184,0.04076,-0.33071,,121,55079.1,181.6,-43.33768,0.09184,0.04076,-0.33071
,122,55087.3,181.5,0.13779434,0.82348,0.43043,-0.27702,0.74932,,122,55087.3,181.5,0.045359185,0.01708,-0.06668,0.03418,-0.10706,,122,55087.3,181.5,-70.91008,0.05143,0.183,-0.16262,,122,55087.3,181.5,-38.00892,0.05143,0.183,-0.16262
,123,55096.7,181.5,0.025577118,0.15283,0.31996,0.2246,0.0035,,123,55096.7,181.5,0.009800931,0.00369,-0.04453,-0.04133,-0.00021,,123,55096.7,181.5,64.03529,0.21953,0.29148,0.03449,,123,55096.7,181.5,40.99378,0.21953,0.29148,0.03449
,124,55133.5,181.4,0.536943983,3.20619,1.07379,1.41456,-0.22845,,124,55133.5,181.4,0.179237456,0.06754,-0.14813,-0.20794,0.04854,,124,55133.5,181.4,65.76294,-0.1694,0.18418,-0.26641,,124,55133.5,181.4,49.04925,-0.1694,0.18418,-0.26641
,125,55213.9,181.1,0.057087472,0.34038,-0.43323,-0.09877,-0.37808,,125,55213.9,181.1,0.024927166,0.00941,0.07642,0.02932,0.05202,,125,55213.9,181.1,162.75454,-0.37592,-0.45236,-0.36417,,125,55213.9,181.1,114.19502,-0.37592,-0.45236,-0.36417
,126,55307.9,180.8,0.248429797,1.47874,-0.78779,0.07503,-0.92331,,126,55307.9,180.8,0.085387081,0.03228,0.10975,-0.02131,0.14063,,126,55307.9,180.8,116.80554,0.29327,0.35511,-0.4897,,126,55307.9,180.8,82.77948,0.29327,0.35511,-0.4897
,127,55322.2,180.8,0.046944048,0.27936,-0.41652,-0.29985,-0.12634,,127,55322.2,180.8,0.013791242,0.00521,0.05636,0.03963,0.02163,,127,55322.2,180.8,0.48484,-0.60353,0.67189,0.38695,,127,55322.2,180.8,-1.84329,-0.60353,0.67189,0.38695
,128,55414.5,180.5,0.024532218,0.14574,0.31243,0.11162,0.18886,,128,55414.5,180.5,0.007571401,0.00287,-0.04455,-0.01694,-0.02442,,128,55414.5,180.5,-9.85385,-0.34811,0.2959,0.29033,,128,55414.5,180.5,-6.35867,-0.34811,0.2959,0.29033
,129,55445.1,180.4,0.036854811,0.21883,0.28486,0.37017,0.02568,,129,55445.1,180.4,0.009101939,0.00345,-0.03852,-0.0439,-0.00614,,129,55445.1,180.4,6.35645,-0.34398,0.27652,0.35465,,129,55445.1,180.4,1.98629,-0.34398,0.27652,0.35465
,130,55489.8,180.2,0.124221953,0.73699,-0.67472,-0.19889,-0.49212,,130,55489.8,180.2,0.029183256,0.01107,0.08578,0.03497,0.04987,,130,55489.8,180.2,-18.72281,-0.19343,-0.17978,0.41855,,130,55489.8,180.2,3.7371,-0.19343,-0.17978,0.41855
,131,55530.2,180.1,0.0795764,0.47177,-0.16513,-0.5505,0.3761,,131,55530.2,180.1,0.024428342,0.00927,-0.00144,0.06992,-0.06618,,131,55530.2,180.1,81.55079,0.59183,-0.32092,0.25004,,131,55530.2,180.1,74.23475,0.59183,-0.32092,0.25004
,132,55558.7,180,0.396905274,2.35186,0.13553,-1.00659,1.14902,,132,55558.7,180,0.071907025,0.0273,-0.04009,0.0861,-0.13522,,132,55558.7,180,-413.80546,0.43523,0.82262,-0.09457,,132,55558.7,180,-123.22002,0.43523,0.82262,-0.09457
,133,55598.9,179.9,0.165597147,0.98053,0.75174,0.25493,0.59198,,133,55598.9,179.9,0.016698278,0.00635,-0.06142,-0.03104,-0.04011,,133,55598.9,179.9,-395.09257,-0.65448,0.28865,-0.70886,,133,55598.9,179.9,-111.05863,-0.65448,0.28865,-0.70886
,134,55653.6,179.7,0.052561442,0.31092,0.43252,0.35053,0.03126,,134,55653.6,179.7,0.010206934,0.00388,-0.04913,-0.03744,-0.00814,,134,55653.6,179.7,-49.89081,0.07499,-0.37829,-0.18104,,134,55653.6,179.7,-22.22593,0.07499,-0.37829,-0.18104
,135,55699.6,179.5,0.066707583,0.39427,0.44845,0.05791,0.43568,,135,55699.6,179.5,0.023632757,0.009,-0.05674,0.01069,-0.07525,,135,55699.6,179.5,58.27957,-0.10077,-0.25119,0.42085,,135,55699.6,179.5,53.19949,-0.10077,-0.25119,0.42085
,136,55748.1,179.4,0.035638874,0.21046,0.13107,0.3821,-0.21744,,136,55748.1,179.4,0.006748097,0.00257,-0.01845,-0.04208,0.02145,,136,55748.1,179.4,-32.01264,-0.08772,0.05531,0.3566,,136,55748.1,179.4,-12.88388,-0.08772,0.05531,0.3566
,137,55821.4,179.1,0.028897284,0.17042,0.32795,0.02403,0.24959,,137,55821.4,179.1,0.004502183,0.00172,-0.03599,-0.00565,-0.01975,,137,55821.4,179.1,-73.5532,-0.34427,-0.04143,-0.16874,,137,55821.4,179.1,-29.58122,-0.34427,-0.04143,-0.16874
,138,55841.4,179.1,0.012613674,0.07436,-0.2562,-0.08169,-0.04529,,138,55841.4,179.1,0.003277669,0.00125,0.03351,0.0101,0.00511,,138,55841.4,179.1,39.4291,-0.4371,0.24304,0.18764,,138,55841.4,179.1,20.81253,-0.4371,0.24304,0.18764
,139,55894.5,178.9,0.141499125,0.83341,0.2849,0.7443,-0.44526,,139,55894.5,178.9,0.045287713,0.0173,-0.0493,-0.10734,0.05786,,139,55894.5,178.9,201.48652,0.45832,0.49841,0.16657,,139,55894.5,178.9,123.02432,0.45832,0.49841,0.16657
,140,55900.4,178.9,0.056725037,0.33407,-0.17944,-0.47642,0.27367,,140,55900.4,178.9,0.015353879,0.00587,0.0288,0.06423,-0.03018,,140,55900.4,178.9,78.69722,-0.40826,-0.30123,-0.18213,,140,55900.4,178.9,47.40264,-0.40826,-0.30123,-0.18213
,141,55904.3,178.9,0.379767491,2.23639,1.12986,0.32711,0.92348,,141,55904.3,178.9,0.098666407,0.0377,-0.14093,-0.02596,-0.13101,,141,55904.3,178.9,304.20866,0.08847,-0.50932,0.7709,,141,55904.3,178.9,185.53339,0.08847,-0.50932,0.7709
,142,55942.6,178.8,0.110391536,0.64963,-0.34992,-0.70202,0.18535,,142,55942.6,178.8,0.033720327,0.01289,0.05226,0.09846,-0.0216,,142,55942.6,178.8,113.13891,-0.23734,-0.24246,-0.07167,,142,55942.6,178.8,64.2359,-0.23734,-0.24246,-0.07167
,143,55962.2,178.7,0.101759882,0.59863,0.08327,0.56527,-0.52169,,143,55962.2,178.7,0.021358139,0.00817,-0.02894,-0.07031,0.04887,,143,55962.2,178.7,-23.72652,0.4271,0.15789,0.33572,,143,55962.2,178.7,13.04662,0.4271,0.15789,0.33572
,144,56007,178.5,0.062211186,0.36568,0.20681,-0.33801,0.45679,,144,56007,178.5,0.019689815,0.00754,-0.01554,0.05915,-0.06162,,144,56007,178.5,59.41134,-0.08528,-0.24896,0.13026,,144,56007,178.5,39.58622,-0.08528,-0.24896,0.13026
,145,56049.9,178.4,0.010551337,0.06197,0.23571,0.07802,0.01812,,145,56049.9,178.4,0.003397348,0.0013,-0.03465,-0.00994,-0.00132,,145,56049.9,178.4,12.06514,0.11005,0.00385,-0.03576,,145,56049.9,178.4,7.02346,0.11005,0.00385,-0.03576
,146,56082.3,178.3,0.000842653,0.00495,-0.00667,0.0347,-0.06081,,146,56082.3,178.3,0.000041665,0.00002,-0.00038,0.00044,0.00395,,146,56082.3,178.3,-0.68457,0.08007,0.01518,0.02375,,146,56082.3,178.3,-0.1295,0.08007,0.01518,0.02375
,147,56122.1,178.2,0.048047905,0.28185,0.2751,0.4259,-0.15742,,147,56122.1,178.2,0.009589881,0.00368,-0.03298,-0.04869,0.01482,,147,56122.1,178.2,-20.10652,0.09907,-0.08455,0.2153,,147,56122.1,178.2,-7.44885,0.09907,-0.08455,0.2153
,148,56202.4,177.9,0.039738227,0.23277,-0.3079,-0.36375,0.07519,,148,56202.4,177.9,0.011799463,0.00453,0.04816,0.04681,-0.00466,,148,56202.4,177.9,30.88336,-0.20475,-0.0234,-0.08044,,148,56202.4,177.9,19.48109,-0.20475,-0.0234,-0.08044
,149,56314,177.6,0.028417323,0.16613,0.13913,0.09598,-0.37089,,149,56314,177.6,0.009994962,0.00385,-0.02386,-0.0183,0.05425,,149,56314,177.6,44.99002,0.24698,-0.1303,-0.19837,,149,56314,177.6,26.21772,0.24698,-0.1303,-0.19837
,150,56428,177.2,0.129055753,0.75294,-0.43522,-0.72745,0.18529,,150,56428,177.2,0.047969391,0.0185,0.08031,0.10906,-0.0125,,150,56428,177.2,105.97956,-0.10707,-0.25355,-0.03372,,150,56428,177.2,65.69929,-0.10707,-0.25355,-0.03372
,151,56519.4,176.9,0.135589386,0.78978,0.4561,-0.28622,0.70698,,151,56519.4,176.9,0.049314169,0.01905,-0.06419,0.05107,-0.111,,151,56519.4,176.9,41.5679,0.12413,0.00374,0.04614,,151,56519.4,176.9,23.61551,0.12413,0.00374,0.04614
,152,56703.1,176.4,0.001515253,0.0088,-0.02056,0.0273,-0.08735,,152,56703.1,176.4,0.000632677,0.00025,0.00619,0.00117,0.01434,,152,56703.1,176.4,-5.18707,0.10775,-0.02899,0.09154,,152,56703.1,176.4,-3.54929,0.10775,-0.02899,0.09154
,153,56731.1,176.3,0.002193017,0.01273,-0.05194,0.00567,-0.09998,,153,56731.1,176.3,0.001477578,0.00057,0.01562,0.0066,0.0169,,153,56731.1,176.3,-4.71285,0.07791,-0.04771,0.0568,,153,56731.1,176.3,-3.39591,0.07791,-0.04771,0.0568
,154,56743.7,176.2,0.000358153,0.00208,-0.03393,0.02732,0.01343,,154,56743.7,176.2,0.0007402,0.00029,0.01643,0.00389,0.00139,,154,56743.7,176.2,0.36962,0.0119,0.02204,0.04362,,154,56743.7,176.2,-0.62372,0.0119,0.02204,0.04362
,155,56787.7,176.1,0.00119738,0.00694,0.01601,0.05034,-0.06443,,155,56787.7,176.1,0.000610153,0.00024,-0.00536,-0.01281,0.00663,,155,56787.7,176.1,-1.79523,0.09875,0.0067,0.08888,,155,56787.7,176.1,0.04679,0.09875,0.0067,0.08888
,156,56812.3,176,0.003784106,0.02193,-0.079,-0.12444,-0.01419,,156,56812.3,176,0.001403362,0.00054,0.01444,0.00721,0.01686,,156,56812.3,176,-7.08108,0.0132,0.13035,-0.15811,,156,56812.3,176,2.79702,0.0132,0.13035,-0.15811
,157,56838.7,175.9,0.008561234,0.04959,0.03536,-0.16357,0.1469,,157,56838.7,175.9,0.005365768,0.00208,0.00604,0.03823,-0.02421,,157,56838.7,175.9,0.49661,-0.08593,-0.06987,-0.04995,,157,56838.7,175.9,3.60667,-0.08593,-0.06987,-0.04995
,158,56870.9,175.8,0.00327035,0.01893,0.13106,0.03544,0.02231,,158,56870.9,175.8,0.00152722,0.00059,-0.02308,-0.00152,-0.00764,,158,56870.9,175.8,1.28081,0.04608,-0.09154,-0.00353,,158,56870.9,175.8,1.63315,0.04608,-0.09154,-0.00353
,159,57385.6,174.3,0.001727114,0.00991,-0.06999,-0.06902,0.01569,,159,57385.6,174.3,0.000957822,0.00038,0.00803,0.01337,-0.01151,,159,57385.6,174.3,-3.88337,0.02463,0.0997,0.02345,,159,57385.6,174.3,-2.27377,0.02463,0.0997,0.02345
,160,57495.5,173.9,0.003172816,0.01817,0.06516,0.11797,0.00189,,160,57495.5,173.9,0.001522187,0.0006,-0.00392,-0.02332,0.00625,,160,57495.5,173.9,-5.43524,-0.09574,-0.04615,0.08187,,160,57495.5,173.9,-3.53206,-0.09574,-0.04615,0.08187
,161,57844.7,172.9,0.055121257,0.31371,0.18157,0.5203,-0.10016,,161,57844.7,172.9,0.006057485,0.00239,-0.00991,-0.04778,0.00375,,161,57844.7,172.9,198.46514,0.37499,0.6134,-0.33671,,161,57844.7,172.9,61.32853,0.37499,0.6134,-0.33671
,162,57915.1,172.7,0.134823995,0.76639,-0.39481,0.27889,-0.72989,,162,57915.1,172.7,0.020842722,0.00825,0.03204,-0.03277,0.07842,,162,57915.1,172.7,328.70151,-0.53564,0.14071,-0.61173,,162,57915.1,172.7,124.60781,-0.53564,0.14071,-0.61173
,163,57955.1,172.5,0.034826373,0.19783,0.36709,0.22483,-0.11191,,163,57955.1,172.5,0.005382556,0.00213,-0.04202,-0.01321,0.01385,,163,57955.1,172.5,97.88123,0.23529,0.52719,-0.02424,,163,57955.1,172.5,30.68542,0.23529,0.52719,-0.02424
,164,58020.6,172.4,0.019150275,0.10866,-0.16534,0.11154,-0.26245,,164,58020.6,172.4,0.003034134,0.0012,0.01843,-0.0192,0.02225,,164,58020.6,172.4,49.67932,-0.2323,0.0309,-0.24203,,164,58020.6,172.4,18.29482,-0.2323,0.0309,-0.24203
,165,58248.2,171.7,0.169359109,0.9572,0.79181,0.2641,0.51038,,165,58248.2,171.7,0.045293933,0.01803,-0.11684,-0.02215,-0.06237,,165,58248.2,171.7,-15.40253,0.01143,-0.05023,-0.05575,,165,58248.2,171.7,-5.78079,0.01143,-0.05023,-0.05575
,166,58292.3,171.5,0.122091853,0.68953,-0.65365,-0.49448,-0.13322,,166,58292.3,171.5,0.031260373,0.01245,0.09495,0.05842,0.00501,,166,58292.3,171.5,32.27297,-0.10202,0.00288,-0.02396,,166,58292.3,171.5,17.10955,-0.10202,0.00288,-0.02396
,167,58335.3,171.4,0.203724458,1.14971,-0.55343,0.22394,-0.89066,,167,58335.3,171.4,0.064401782,0.02568,0.08384,-0.02196,0.13478,,167,58335.3,171.4,-65.08238,0.20228,0.11381,0.05792,,167,58335.3,171.4,-39.49498,0.20228,0.11381,0.05792
,168,58352.9,171.4,0.130635044,0.73701,-0.64799,-0.42911,-0.36466,,168,58352.9,171.4,0.032419801,0.01293,0.07722,0.06608,0.05098,,168,58352.9,171.4,38.27954,-0.06564,0.0018,-0.10813,,168,58352.9,171.4,18.55271,-0.06564,0.0018,-0.10813
,169,58423.6,171.2,0.052568538,0.29622,-0.14485,-0.50811,0.13061,,169,58423.6,171.2,0.023750993,0.00948,-0.00781,0.0964,0.01142,,169,58423.6,171.2,-0.41672,0.08267,-0.04701,-0.09799,,169,58423.6,171.2,11.15299,0.08267,-0.04701,-0.09799
,170,58454.3,171.1,0.001812173,0.01021,-0.03668,-0.09268,0.01648,,170,58454.3,171.1,0.000613588,0.00025,-0.00517,0.0147,0.00153,,170,58454.3,171.1,4.19176,-0.0449,-0.07245,0.03214,,170,58454.3,171.1,1.38758,-0.0449,-0.07245,0.03214
,171,58512.8,170.9,0.078861572,0.4437,0.33558,0.519,-0.24845,,171,58512.8,170.9,0.025696749,0.01028,-0.06577,-0.06126,0.04687,,171,58512.8,170.9,-58.01137,0.00661,-0.17896,0.13036,,171,58512.8,170.9,-29.42426,0.00661,-0.17896,0.13036
,172,58534.2,170.8,0.041198792,0.23171,0.37194,0.30548,0.00727,,172,58534.2,170.8,0.010688531,0.00428,-0.05708,-0.03157,0.00465,,172,58534.2,170.8,-4.38315,0.00346,-0.03487,0.00935,,172,58534.2,170.8,-1.6735,0.00346,-0.03487,0.00935
,173,58554.2,170.8,0.132313066,0.74391,-0.14605,0.46624,-0.71077,,173,58554.2,170.8,0.039517639,0.01581,0.00921,-0.04699,0.11628,,173,58554.2,170.8,-76.87143,0.08796,-0.05292,0.17662,,173,58554.2,170.8,-42.11748,0.08796,-0.05292,0.17662
,174,58581.7,170.7,0.119368017,0.67081,0.43157,-0.17535,0.67366,,174,58581.7,170.7,0.039826915,0.01595,-0.05901,0.02991,-0.10756,,174,58581.7,170.7,-85.04226,-0.19719,-0.02492,-0.14793,,174,58581.7,170.7,-47.33996,-0.19719,-0.02492,-0.14793
,175,58585,170.7,0.490565127,2.75668,0.65721,1.41363,-0.57133,,175,58585,170.7,0.149756845,0.05996,-0.09098,-0.21523,0.07323,,175,58585,170.7,-212.75384,-0.03596,-0.21441,0.21799,,175,58585,170.7,-115.47564,-0.03596,-0.21441,0.21799
,176,58591.6,170.7,0.136130185,0.76488,-0.53172,0.15258,-0.6774,,176,58591.6,170.7,0.047930157,0.01919,0.09054,-0.0307,0.10027,,176,58591.6,170.7,-108.39223,0.22001,0.08047,0.18483,,176,58591.6,170.7,-63.54418,0.22001,0.08047,0.18483
,177,58614,170.6,0.031540241,0.17715,0.2567,0.17788,0.28216,,177,58614,170.6,0.014814632,0.00593,-0.03449,-0.04778,-0.04963,,177,58614,170.6,-15.60953,-0.05142,0.03582,-0.09315,,177,58614,170.6,-8.2695,-0.05142,0.03582,-0.09315
,178,58657.4,170.5,0.011957535,0.06711,-0.18022,-0.02295,-0.18468,,178,58657.4,170.5,0.002983193,0.0012,0.02081,0.00303,0.02746,,178,58657.4,170.5,2.08973,0.02775,-0.01473,-0.04925,,178,58657.4,170.5,1.44568,0.02775,-0.01473,-0.04925
,179,58778.8,170.1,0.052764904,0.29553,0.42491,-0.10088,0.32374,,179,58778.8,170.1,0.023269898,0.00935,-0.09143,0.0174,-0.02618,,179,58778.8,170.1,-39.42111,-0.04339,0.04295,-0.18796,,179,58778.8,170.1,-16.95985,-0.04339,0.04295,-0.18796
,180,58837,170,0.021639831,0.12108,0.06875,-0.11845,-0.31988,,180,58837,170,0.020989397,0.00844,-0.03703,0.04226,0.07268,,180,58837,170,28.95805,0.16466,-0.13817,-0.10547,,180,58837,170,34.47261,0.16466,-0.13817,-0.10547
,181,59011,169.5,0.055949249,0.31213,-0.3409,-0.43597,0.07645,,181,59011,169.5,0.019569969,0.00789,0.04756,0.07047,-0.02578,,181,59011,169.5,-85.94027,0.21339,0.25213,0.00493,,181,59011,169.5,-48.72646,0.21339,0.25213,0.00493
,182,59042.8,169.4,0.005808786,0.03239,0.12094,-0.1286,-0.03499,,182,59042.8,169.4,0.01899197,0.00766,-0.05697,0.05333,0.03968,,182,59042.8,169.4,6.55501,0.04577,-0.04246,-0.08311,,182,59042.8,169.4,14.31709,0.04577,-0.04246,-0.08311
,183,59130.6,169.1,0.001106268,0.00616,-0.06572,-0.04146,-0.011,,183,59130.6,169.1,0.000790993,0.00032,0.01669,0.00213,-0.00604,,183,59130.6,169.1,-0.43291,-0.00982,0.03852,-0.00304,,183,59130.6,169.1,0.11076,-0.00982,0.03852,-0.00304
,184,59265.3,168.7,0.00033042,0.00184,-0.03167,-0.02174,0.01897,,184,59265.3,168.7,0.000145499,0.00006,0.00434,0.00571,-0.00273,,184,59265.3,168.7,-0.15338,-0.01449,0.00468,-0.03598,,184,59265.3,168.7,-0.10828,-0.01449,0.00468,-0.03598
