,State,Energy(cm-1),Wavelength(nm),fosc(ELEC),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),fosc(VELO),T2(au^2),TX(au),TY(au),TZ(au),,State,Energy(cm-1),Wavelength(nm),R(ELEC),MX(au),MY(au),MZ(au),,State,Energy(cm-1),Wavelength(nm),R(VELO),MX(au),MY(au),MZ(au)
,92,51793.3,193.1,0.003013851,0.01916,-0.10785,0.08565,-0.01376,,92,51793.3,193.1,0.001773268,0.00063,0.02044,-0.01146,0.00885,,92,51793.3,193.1,-5.53299,0.04011,-0.06624,0.12625,,92,51793.3,193.1,-5.38836,0.04011,-0.06624,0.12625
,93,51829.9,192.9,0.000700098,0.00445,-0.00537,0.00743,0.06605,,93,51829.9,192.9,0.000303627,0.00011,-0.00981,-0.00065,0.00331,,93,51829.9,192.9,6.0098,-0.10081,-0.22125,0.2097,,93,51829.9,192.9,-3.64506,-0.10081,-0.22125,0.2097
,94,51865.2,192.8,0.00371452,0.02358,-0.09252,0.05145,-0.11123,,94,51865.2,192.8,0.000664315,0.00024,0.00795,-0.00696,0.01113,,94,51865.2,192.8,-1.76012,0.08382,-0.12004,-0.09168,,94,51865.2,192.8,-0.95898,0.08382,-0.12004,-0.09168
,95,51900.9,192.7,0.012736852,0.08079,-0.00819,0.25298,-0.12932,,95,51900.9,192.7,0.003703944,0.00131,0.00693,-0.03332,0.01246,,95,51900.9,192.7,7.0566,-0.13296,0.10871,0.10533,,95,51900.9,192.7,6.44198,-0.13296,0.10871,0.10533
,96,52068.9,192.1,0.007106934,0.04493,-0.10436,0.08956,-0.16131,,96,52068.9,192.1,0.000870301,0.00031,0.00861,-0.00823,0.01296,,96,52068.9,192.1,0.48735,0.08069,-0.14614,-0.13976,,96,52068.9,192.1,-0.17132,0.08069,-0.14614,-0.13976
,97,52083.2,192,0.005914848,0.03739,0.15255,0.02995,0.11497,,97,52083.2,192,0.000832939,0.0003,-0.01347,-0.00665,-0.00841,,97,52083.2,192,-12.49219,-0.04023,-0.22489,-0.11851,,97,52083.2,192,-6.02766,-0.04023,-0.22489,-0.11851
,98,52149.3,191.8,0.003003291,0.01896,-0.03658,-0.12935,0.02985,,98,52149.3,191.8,0.001069984,0.00038,0.01647,0.00561,-0.00887,,98,52149.3,191.8,11.49949,-0.15892,-0.17786,-0.1483,,98,52149.3,191.8,4.56336,-0.15892,-0.17786,-0.1483
,99,52166.6,191.7,0.00279091,0.01761,0.08321,0.06548,-0.08,,99,52166.6,191.7,0.000814464,0.00029,-0.01366,-0.00814,0.00613,,99,52166.6,191.7,-0.95539,-0.06051,-0.0815,-0.10432,,99,52166.6,191.7,-1.68718,-0.06051,-0.0815,-0.10432
,100,52226.1,191.5,0.00122292,0.00771,-0.01378,-0.07165,0.04884,,100,52226.1,191.5,0.000472801,0.00017,-0.00517,0.01109,0.00436,,100,52226.1,191.5,2.73281,0.19617,-0.01395,0.15359,,100,52226.1,191.5,0.99057,0.19617,-0.01395,0.15359
,101,52242.4,191.4,0.001398982,0.00882,-0.05634,0.02419,0.07111,,101,52242.4,191.4,0.000191939,0.00007,0.00145,0.00555,-0.00597,,101,52242.4,191.4,2.58841,0.29801,0.06378,0.2916,,101,52242.4,191.4,1.88657,0.29801,0.06378,0.2916
,102,52263.1,191.3,0.000965014,0.00608,0.0615,0.01475,-0.04559,,102,52263.1,191.3,0.001311915,0.00047,0.01043,-0.01842,-0.00453,,102,52263.1,191.3,3.73922,0.23535,0.00848,0.14625,,102,52263.1,191.3,-3.23922,0.23535,0.00848,0.14625
,103,52354.6,191,0.003792085,0.02385,0.01991,-0.14863,-0.03686,,103,52354.6,191,0.000811497,0.00029,0.01563,0.00288,-0.00613,,103,52354.6,191,19.76498,0.11101,-0.27912,0.04803,,103,52354.6,191,-1.25665,0.11101,-0.27912,0.04803
,104,52364.7,191,0.003193004,0.02007,-0.057,-0.11061,-0.06776,,104,52364.7,191,0.000516717,0.00018,0.00405,0.00972,0.0086,,104,52364.7,191,-1.67105,0.04529,0.05007,-0.06752,,104,52364.7,191,-0.17783,0.04529,0.05007,-0.06752
,105,52406.9,190.8,0.001858014,0.01167,-0.0616,0.08222,0.03342,,105,52406.9,190.8,0.000480267,0.00017,-0.00608,0.00063,0.0116,,105,52406.9,190.8,-3.05834,-0.16515,-0.27877,0.1873,,105,52406.9,190.8,-5.92849,-0.16515,-0.27877,0.1873
,106,52546.4,190.3,0.001045207,0.00655,0.04049,-0.04222,0.05591,,106,52546.4,190.3,0.000598241,0.00021,-0.00286,0.01159,-0.0085,,106,52546.4,190.3,-0.63475,-0.05176,0.05048,0.05153,,106,52546.4,190.3,-0.58075,-0.05176,0.05048,0.05153
,107,52566.1,190.2,0.001317674,0.00825,-0.01937,-0.02277,0.08578,,107,52566.1,190.2,0.001493147,0.00054,0.01135,0.00753,-0.01873,,107,52566.1,190.2,5.06628,-0.03148,-0.08165,0.09649,,107,52566.1,190.2,5.47135,-0.03148,-0.08165,0.09649
,108,52609.9,190.1,0.008977727,0.05618,-0.15216,-0.05854,-0.17204,,108,52609.9,190.1,0.001751962,0.00063,0.00823,-0.00191,0.02363,,108,52609.9,190.1,2.34187,-0.16095,0.08791,0.08356,,108,52609.9,190.1,-0.94981,-0.16095,0.08791,0.08356
,109,52644.8,190,0.00048797,0.00305,0.04545,0.02565,0.01811,,109,52644.8,190,0.000058893,0.00002,-0.00276,-0.0009,0.00357,,109,52644.8,190,-3.48092,-0.2015,0.03282,0.05155,,109,52644.8,190,-1.39643,-0.2015,0.03282,0.05155
,110,52709.2,189.7,0.003326382,0.02078,0.04883,0.12018,0.06284,,110,52709.2,189.7,0.001662699,0.0006,-0.00139,-0.02079,-0.01283,,110,52709.2,189.7,-4.98996,0.20209,-0.03609,-0.25644,,110,52709.2,189.7,-7.3807,0.20209,-0.03609,-0.25644
,111,52734.7,189.6,0.001725017,0.01077,0.01588,-0.10225,0.0079,,111,52734.7,189.6,0.000311258,0.00011,0.00134,0.00997,0.00332,,111,52734.7,189.6,-1.63133,0.04212,0.03544,-0.06401,,111,52734.7,189.6,-0.38667,0.04212,0.03544,-0.06401
,112,52840.7,189.2,0.000875958,0.00546,-0.00698,0.07347,0.00319,,112,52840.7,189.2,0.000389177,0.00014,0.00381,-0.01072,-0.00332,,112,52840.7,189.2,-0.31329,-0.03878,-0.00681,-0.13632,,112,52840.7,189.2,-0.73856,-0.03878,-0.00681,-0.13632
,113,52903.3,189,0.00719487,0.04477,-0.05081,-0.04689,0.19998,,113,52903.3,189,0.002910701,0.00105,0.01224,0.00554,-0.02953,,113,52903.3,189,-16.52351,0.23482,-0.15549,-0.15205,,113,52903.3,189,-12.71787,0.23482,-0.15549,-0.15205
,114,52936,188.9,0.000760828,0.00473,-0.05147,-0.04533,-0.00527,,114,52936,188.9,0.000055268,0.00002,-0.00298,0.0007,-0.00325,,114,52936,188.9,1.11144,0.02884,-0.09437,0.08269,,114,52936,188.9,0.82417,0.02884,-0.09437,0.08269
,115,52968.7,188.8,0.000119774,0.00074,0.02637,-0.00473,-0.00514,,115,52968.7,188.8,0.000055743,0.00002,-0.00446,-0.00027,0.00043,,115,52968.7,188.8,-2.72912,-0.16785,0.10902,0.16456,,115,52968.7,188.8,-1.54475,-0.16785,0.10902,0.16456
,116,53041.8,188.5,0.011463975,0.07115,0.10628,-0.24332,0.02556,,116,53041.8,188.5,0.004885795,0.00177,-0.01799,0.03419,0.0167,,116,53041.8,188.5,8.27983,0.2401,0.04781,0.14392,,116,53041.8,188.5,0.54816,0.2401,0.04781,0.14392
,117,53134.5,188.2,0.003788123,0.02347,-0.12377,-0.08365,0.03398,,117,53134.5,188.2,0.002098972,0.00076,0.01852,0.01697,-0.01146,,117,53134.5,188.2,6.38186,-0.27277,0.29861,0.1399,,117,53134.5,188.2,3.09523,-0.27277,0.29861,0.1399
,118,53158.5,188.1,0.007790292,0.04825,0.04099,0.2033,-0.07235,,118,53158.5,188.1,0.002273306,0.00083,-0.00332,-0.02771,0.00685,,118,53158.5,188.1,-9.79714,-0.12165,-0.06995,0.02175,,118,53158.5,188.1,-4.8502,-0.12165,-0.06995,0.02175
,119,53207,187.9,0.003761735,0.02328,-0.08368,-0.00326,-0.12752,,119,53207,187.9,0.000400234,0.00015,0.00771,0.00588,0.00718,,119,53207,187.9,-5.15871,-0.03908,0.00219,0.1114,,119,53207,187.9,-0.99453,-0.03908,0.00219,0.1114
,120,53294.4,187.6,0.001666789,0.0103,0.0016,-0.00064,0.10146,,120,53294.4,187.6,0.000731224,0.00027,0.0042,-0.00274,-0.01553,,120,53294.4,187.6,-0.71066,-0.09,-0.04578,-0.01372,,120,53294.4,187.6,0.07587,-0.09,-0.04578,-0.01372
,121,53327.3,187.5,0.00233363,0.01441,0.09031,0.07169,0.03332,,121,53327.3,187.5,0.000961983,0.00035,-0.01816,0.00383,0.00249,,121,53327.3,187.5,14.79907,0.23914,0.06009,0.16461,,121,53327.3,187.5,7.18507,0.23914,0.06009,0.16461
,122,53348.3,187.4,0.000139601,0.00086,-0.01806,0.01784,-0.01472,,122,53348.3,187.4,0.000270203,0.0001,0.00257,-0.0073,-0.00621,,122,53348.3,187.4,-0.14415,-0.07118,0.05078,0.16965,,122,53348.3,187.4,3.11887,-0.07118,0.05078,0.16965
,123,53374.4,187.4,0.009834313,0.06066,-0.0932,0.20773,-0.09392,,123,53374.4,187.4,0.003745882,0.00137,0.01515,-0.0305,0.01437,,123,53374.4,187.4,23.99044,-0.25869,0.28987,0.35604,,123,53374.4,187.4,14.81876,-0.25869,0.28987,0.35604
,124,53381.7,187.3,0.001944202,0.01199,0.10112,0.02646,-0.03265,,124,53381.7,187.3,0.000874818,0.00032,0.00521,-0.01637,-0.0049,,124,53381.7,187.3,-12.47855,-0.31596,0.17182,-0.02863,,124,53381.7,187.3,8.3731,-0.31596,0.17182,-0.02863
,125,53447.2,187.1,0.001035896,0.00638,-0.03586,-0.07124,-0.00442,,125,53447.2,187.1,0.000286456,0.0001,-0.0052,0.00747,0.00467,,125,53447.2,187.1,-2.83853,0.1205,0.02079,0.04945,,125,53447.2,187.1,0.46466,0.1205,0.02079,0.04945
,126,53473.5,187,0.003701282,0.02279,-0.10613,-0.00851,-0.10701,,126,53473.5,187,0.000493025,0.00018,0.0095,0.00286,0.00905,,126,53473.5,187,9.40209,-0.25644,0.04448,0.06442,,126,53473.5,187,3.33892,-0.25644,0.04448,0.06442
,127,53500.9,186.9,0.000967521,0.00595,-0.02508,-0.02135,0.06978,,127,53500.9,186.9,0.000157539,0.00006,0.00052,0.00314,-0.00689,,127,53500.9,186.9,10.37566,-0.04102,0.23453,0.3724,,127,53500.9,186.9,3.57667,-0.04102,0.23453,0.3724
,128,53571.1,186.7,0.001701871,0.01046,-0.04051,0.00637,-0.09368,,128,53571.1,186.7,0.000910569,0.00033,0.00569,-0.00212,0.01722,,128,53571.1,186.7,3.62459,0.09715,-0.08312,-0.12973,,128,53571.1,186.7,2.90465,0.09715,-0.08312,-0.12973
,129,53638.8,186.4,0.001031618,0.00633,-0.06066,-0.05052,0.01002,,129,53638.8,186.4,0.000130938,0.00005,0.00565,0.00037,-0.00399,,129,53638.8,186.4,-1.66494,0.00315,0.08245,0.08231,,129,53638.8,186.4,0.53976,0.00315,0.08245,0.08231
,130,53687,186.3,0.003089469,0.01894,-0.07179,-0.10499,0.05262,,130,53687,186.3,0.001684293,0.00062,0.01121,0.02135,-0.00605,,130,53687,186.3,-7.41359,0.0996,0.00543,-0.15214,,130,53687,186.3,-4.15013,0.0996,0.00543,-0.15214
,131,53716.6,186.2,0.001376267,0.00843,-0.01312,0.07792,0.04681,,131,53716.6,186.2,0.000686708,0.00025,0.00939,-0.01029,-0.00762,,131,53716.6,186.2,0.61216,0.18165,0.06709,-0.03303,,131,53716.6,186.2,-2.43963,0.18165,0.06709,-0.03303
,132,53790.4,185.9,0.003665099,0.02243,-0.10779,0.00771,-0.1037,,132,53790.4,185.9,0.001446487,0.00053,0.01317,-0.01215,0.01451,,132,53790.4,185.9,2.29543,-0.09094,-0.11865,0.03875,,132,53790.4,185.9,-1.55006,-0.09094,-0.11865,0.03875
,133,53844.3,185.7,0.001634218,0.00999,0.05304,0.07256,0.04375,,133,53844.3,185.7,0.000446064,0.00016,-0.00621,-0.00552,-0.00975,,133,53844.3,185.7,2.47729,0.08083,0.04915,-0.0594,,133,53844.3,185.7,0.37452,0.08083,0.04915,-0.0594
,134,53860.9,185.7,0.000374932,0.00229,-0.00218,0.00851,0.04706,,134,53860.9,185.7,0.000201882,0.00007,0.00303,-0.00806,-0.00042,,134,53860.9,185.7,-7.62082,0.2097,-0.19435,-0.29862,,134,53860.9,185.7,-4.47055,0.2097,-0.19435,-0.29862
,135,53886.4,185.6,0.004511387,0.02756,-0.0169,-0.12155,0.11181,,135,53886.4,185.6,0.001252724,0.00046,-0.00282,0.01412,-0.01594,,135,53886.4,185.6,14.62088,-0.61684,0.23728,0.44212,,135,53886.4,185.6,3.76111,-0.61684,0.23728,0.44212
,136,53899.1,185.5,0.00152191,0.0093,-0.07039,0.03716,0.05441,,136,53899.1,185.5,0.001057623,0.00039,0.01151,-0.00844,-0.01363,,136,53899.1,185.5,-32.69698,0.45779,-0.46224,-0.36674,,136,53899.1,185.5,-27.2061,0.45779,-0.46224,-0.36674
,137,53918.3,185.5,0.001615817,0.00987,-0.06276,-0.02045,-0.07422,,137,53918.3,185.5,0.001015985,0.00037,0.00467,0.00846,0.01676,,137,53918.3,185.5,1.16458,-0.43681,0.24209,0.26937,,137,53918.3,185.5,-8.67831,-0.43681,0.24209,0.26937
,138,53988,185.2,0.007619253,0.04646,0.14105,0.14903,0.066,,138,53988,185.2,0.003488559,0.00129,-0.0167,-0.03145,0.00439,,138,53988,185.2,-34.59902,1.28828,-1.16202,-1.24148,,138,53988,185.2,-18.36811,1.28828,-1.16202,-1.24148
,139,54052.3,185,0.002945329,0.01794,0.03243,-0.03459,0.12526,,139,54052.3,185,0.000612575,0.00023,-0.00639,0.00388,-0.01306,,139,54052.3,185,-2.9009,0.61224,-0.30882,-0.29288,,139,54052.3,185,2.46,0.61224,-0.30882,-0.29288
,140,54063.3,185,0.003313729,0.02018,0.07155,-0.02803,0.11947,,140,54063.3,185,0.001308309,0.00048,-0.00832,0.00611,-0.01941,,140,54063.3,185,1.68118,-0.13699,0.0721,0.1288,,140,54063.3,185,1.76157,-0.13699,0.0721,0.1288
,141,54093.4,184.9,0.011289449,0.06871,0.18731,-0.09064,0.1594,,141,54093.4,184.9,0.004544372,0.00168,-0.02558,0.02126,-0.02396,,141,54093.4,184.9,15.39477,0.12422,-0.23575,-0.07517,,141,54093.4,184.9,12.21891,0.12422,-0.23575,-0.07517
,142,54131.5,184.7,0.009616445,0.05848,-0.13755,-0.17252,-0.099,,142,54131.5,184.7,0.003951907,0.00146,0.01019,0.03277,0.01686,,142,54131.5,184.7,-0.71442,-0.60624,0.27433,0.37955,,142,54131.5,184.7,-17.61041,-0.60624,0.27433,0.37955
,143,54137.3,184.7,0.009092103,0.05529,0.10064,0.20071,-0.06983,,143,54137.3,184.7,0.004144492,0.00153,-0.01855,-0.03204,0.01275,,143,54137.3,184.7,-5.25355,-0.0196,-0.03506,0.03054,,143,54137.3,184.7,-3.58664,-0.0196,-0.03506,0.03054
,144,54162.9,184.6,0.002262538,0.01375,-0.05716,-0.10049,-0.01966,,144,54162.9,184.6,0.000724165,0.00027,0.00731,0.01413,0.00386,,144,54162.9,184.6,-6.28014,0.3023,-0.01702,-0.11437,,144,54162.9,184.6,-2.91943,0.3023,-0.01702,-0.11437
,145,54209.8,184.5,0.002729867,0.01658,0.06802,0.01587,0.10817,,145,54209.8,184.5,0.001113158,0.00041,-0.0077,-0.00033,-0.01879,,145,54209.8,184.5,-4.15999,-0.0405,0.02316,-0.0595,,145,54209.8,184.5,-2.71436,-0.0405,0.02316,-0.0595
,146,54254.4,184.3,0.000176826,0.00107,-0.0007,0.02482,-0.02136,,146,54254.4,184.3,0.000060707,0.00002,0.00171,0.00057,0.00439,,146,54254.4,184.3,1.65095,-0.54205,0.40431,0.32365,,146,54254.4,184.3,-1.37765,-0.54205,0.40431,0.32365
,147,54306.4,184.1,0.005179054,0.0314,-0.09799,0.09889,-0.1096,,147,54306.4,184.1,0.002141578,0.00079,0.01371,-0.01708,0.01775,,147,54306.4,184.1,-7.17615,0.12587,0.0056,0.03139,,147,54306.4,184.1,-4.16714,0.12587,0.0056,0.03139
,148,54353.8,184,0.002339146,0.01417,0.084,0.01146,0.08355,,148,54353.8,184,0.000896779,0.00033,-0.01035,0.00004,-0.01503,,148,54353.8,184,2.33974,-0.37605,0.32745,0.3926,,148,54353.8,184,3.7981,-0.37605,0.32745,0.3926
,149,54364.2,183.9,0.011639766,0.07049,0.02467,-0.1774,0.19597,,149,54364.2,183.9,0.005678965,0.00211,-0.00435,0.03126,-0.03338,,149,54364.2,183.9,3.43953,0.19722,-0.17003,-0.14152,,149,54364.2,183.9,2.75976,0.19722,-0.17003,-0.14152
,150,54378.7,183.9,0.002794889,0.01692,0.03091,-0.04887,0.11652,,150,54378.7,183.9,0.001728021,0.00064,0.00201,0.00282,-0.0251,,150,54378.7,183.9,-1.68282,-0.27107,0.20228,0.12613,,150,54378.7,183.9,5.97377,-0.27107,0.20228,0.12613
,151,54421,183.8,0.043374156,0.26239,-0.01148,-0.38473,0.33799,,151,54421,183.8,0.017779599,0.00661,0.00446,0.05682,-0.058,,151,54421,183.8,28.64143,-0.48157,-0.05276,0.10333,,151,54421,183.8,21.18241,-0.48157,-0.05276,0.10333
,152,54439,183.7,0.000929222,0.00562,-0.02976,-0.03099,0.06143,,152,54439,183.7,0.000342271,0.00013,0.00407,0.00673,-0.00809,,152,54439,183.7,13.50553,-0.49968,0.70764,0.58125,,152,54439,183.7,3.7441,-0.49968,0.70764,0.58125
,153,54515.3,183.4,0.017136775,0.10349,0.08867,-0.15176,0.26943,,153,54515.3,183.4,0.005585201,0.00208,-0.00874,0.01973,-0.04019,,153,54515.3,183.4,-14.26883,0.45532,-0.66724,-0.63801,,153,54515.3,183.4,-16.13162,0.45532,-0.66724,-0.63801
,154,54543.4,183.3,0.001531538,0.00924,0.01078,-0.00685,0.09529,,154,54543.4,183.3,0.001498417,0.00056,-0.00474,0.00974,-0.02101,,154,54543.4,183.3,38.72259,-0.80278,0.67657,1.00137,,154,54543.4,183.3,20.19302,-0.80278,0.67657,1.00137
,155,54583.4,183.2,0.004563878,0.02753,0.04859,0.04997,0.15056,,155,54583.4,183.2,0.00260312,0.00097,-0.00102,-0.00447,-0.03082,,155,54583.4,183.2,31.10898,-0.36611,0.30478,0.45526,,155,54583.4,183.2,28.47298,-0.36611,0.30478,0.45526
,156,54599.2,183.2,0.011229215,0.06771,0.04249,0.21828,-0.13512,,156,54599.2,183.2,0.004509106,0.00168,-0.00697,-0.03223,0.0244,,156,54599.2,183.2,-16.55804,-0.35842,0.36477,0.73648,,156,54599.2,183.2,-16.50381,-0.35842,0.36477,0.73648
,157,54619.5,183.1,0.023423191,0.14118,-0.30279,-0.138,-0.17451,,157,54619.5,183.1,0.008829018,0.0033,0.0479,0.00769,0.03069,,157,54619.5,183.1,5.03971,0.21384,-0.57218,0.02021,,157,54619.5,183.1,-12.24652,0.21384,-0.57218,0.02021
,158,54689.2,182.9,0.023090833,0.139,0.01931,0.2802,-0.24518,,158,54689.2,182.9,0.0096224,0.0036,-0.00491,-0.04355,0.04094,,158,54689.2,182.9,-45.56278,-0.27961,-0.0809,0.2797,,158,54689.2,182.9,-30.92978,-0.27961,-0.0809,0.2797
,159,54740.3,182.7,0.004330753,0.02605,0.03526,0.07011,-0.14102,,159,54740.3,182.7,0.001524653,0.00057,-0.00518,-0.0127,0.01955,,159,54740.3,182.7,-32.25451,-0.41164,0.05718,0.41065,,159,54740.3,182.7,-17.83264,-0.41164,0.05718,0.41065
,160,54777.7,182.6,0.003996167,0.02402,-0.05704,-0.1117,0.09103,,160,54777.7,182.6,0.001158837,0.00043,0.0106,0.01426,-0.01087,,160,54777.7,182.6,-2.78312,0.13448,-0.15054,-0.16531,,160,54777.7,182.6,-2.02904,0.13448,-0.15054,-0.16531
,161,54793.3,182.5,0.009420527,0.0566,0.10096,0.13785,0.16554,,161,54793.3,182.5,0.003911673,0.00146,-0.01311,-0.02825,-0.02224,,161,54793.3,182.5,23.8373,0.10651,0.32739,-0.03216,,161,54793.3,182.5,18.75371,0.10651,0.32739,-0.03216
,162,54818.6,182.4,0.004327339,0.02599,0.12507,0.0013,0.1017,,162,54818.6,182.4,0.000540874,0.0002,-0.01051,0.00344,-0.00897,,162,54818.6,182.4,12.23584,0.60475,-0.09238,-0.48732,,162,54818.6,182.4,4.34052,0.60475,-0.09238,-0.48732
,163,54842.8,182.3,0.002548945,0.0153,-0.01731,0.0532,-0.11032,,163,54842.8,182.3,0.000900389,0.00034,-0.00454,-0.00961,0.01498,,163,54842.8,182.3,-17.16677,-0.44541,0.29629,0.54282,,163,54842.8,182.3,-13.79182,-0.44541,0.29629,0.54282
,164,54868.8,182.3,0.012737852,0.07643,0.18558,0.19841,0.05117,,164,54868.8,182.3,0.003092245,0.00116,-0.02425,-0.02265,-0.00764,,164,54868.8,182.3,2.03,0.25177,-0.2104,-0.0131,,164,54868.8,182.3,2.34042,0.25177,-0.2104,-0.0131
,165,54885.5,182.2,0.001175257,0.00705,0.05848,0.05539,-0.02369,,165,54885.5,182.2,0.000153102,0.00006,-0.00521,-0.00309,0.00456,,165,54885.5,182.2,5.74672,0.15604,0.0965,0.09629,,165,54885.5,182.2,1.26405,0.15604,0.0965,0.09629
,166,54891.2,182.2,0.015945475,0.09563,0.14331,0.27177,-0.03517,,166,54891.2,182.2,0.004820821,0.00181,-0.01519,-0.03972,-0.00044,,166,54891.2,182.2,9.56897,0.04149,0.06137,0.06623,,166,54891.2,182.2,5.83823,0.04149,0.06137,0.06623
,167,54902,182.1,0.025237462,0.15133,0.08023,0.37839,-0.04145,,167,54902,182.1,0.012851179,0.00482,-0.0162,-0.06682,0.00975,,167,54902,182.1,33.95218,-0.28982,0.25771,0.0542,,167,54902,182.1,22.60696,-0.28982,0.25771,0.0542
,168,54926.3,182.1,0.002302936,0.0138,-0.01323,0.04124,-0.10921,,168,54926.3,182.1,0.001833667,0.00069,0.00111,-0.00714,0.02522,,168,54926.3,182.1,17.35458,0.33116,-0.24698,-0.47045,,168,54926.3,182.1,18.33637,0.33116,-0.24698,-0.47045
,169,54958.8,182,0.001438968,0.00862,0.01591,0.01584,-0.09009,,169,54958.8,182,0.001024171,0.00038,-0.00544,0.00323,0.01857,,169,54958.8,182,9.35134,0.31675,-0.01721,-0.16727,,169,54958.8,182,9.19362,0.31675,-0.01721,-0.16727
,170,54974.6,181.9,0.001810539,0.01084,0.0206,0.10098,-0.01486,,170,54974.6,181.9,0.001118538,0.00042,-0.00052,-0.02032,-0.00265,,170,54974.6,181.9,6.04749,-0.94452,0.448,0.87192,,170,54974.6,181.9,20.5531,-0.94452,0.448,0.87192
,171,55005.4,181.8,0.013863291,0.08297,0.09042,0.27227,-0.02577,,171,55005.4,181.8,0.006022547,0.00226,-0.01341,-0.04535,0.00528,,171,55005.4,181.8,-7.26331,-0.02359,-0.05293,-0.04415,,171,55005.4,181.8,-4.67116,-0.02359,-0.05293,-0.04415
,172,55037,181.7,0.003129164,0.01872,0.03627,-0.09446,0.09208,,172,55037,181.7,0.002042301,0.00077,-0.00666,0.02081,-0.01706,,172,55037,181.7,7.1736,0.01998,0.20466,0.36734,,172,55037,181.7,4.0237,0.01998,0.20466,0.36734
,173,55043.4,181.7,0.009649148,0.05771,0.17099,0.08801,0.14397,,173,55043.4,181.7,0.003459145,0.0013,-0.02473,-0.01702,-0.02,,173,55043.4,181.7,-18.82189,-0.43851,0.08481,0.19168,,173,55043.4,181.7,-10.46855,-0.43851,0.08481,0.19168
,174,55071.7,181.6,0.000164486,0.00098,-0.02347,-0.01488,0.01454,,174,55071.7,181.6,0.000138771,0.00005,0.00246,0.0014,-0.00665,,174,55071.7,181.6,0.37815,-0.03691,0.01403,0.00995,,174,55071.7,181.6,0.25825,-0.03691,0.01403,0.00995
,175,55118.3,181.4,0.002465223,0.01472,-0.0439,0.09291,-0.06453,,175,55118.3,181.4,0.0007826,0.00029,0.00775,-0.01281,0.00841,,175,55118.3,181.4,2.23702,0.08339,-0.01033,-0.14513,,175,55118.3,181.4,0.8298,0.08339,-0.01033,-0.14513
,176,55143.6,181.3,0.032930043,0.1966,-0.20281,-0.39368,0.02187,,176,55143.6,181.3,0.009726048,0.00367,0.02891,0.05288,-0.00578,,176,55143.6,181.3,32.45461,-0.58687,0.15231,0.4471,,176,55143.6,181.3,21.57482,-0.58687,0.15231,0.4471
,177,55161,181.3,0.000524969,0.00313,-0.01511,0.02816,-0.04596,,177,55161,181.3,0.000100551,0.00004,0.00244,-0.00237,0.00513,,177,55161,181.3,1.35801,0.07855,-0.28304,-0.26192,,177,55161,181.3,0.90093,0.07855,-0.28304,-0.26192
,178,55184.2,181.2,0.025431677,0.15172,0.23699,0.13438,0.27838,,178,55184.2,181.2,0.009078313,0.00342,-0.02609,-0.01648,-0.04971,,178,55184.2,181.2,81.93206,-0.38835,0.63472,0.64848,,178,55184.2,181.2,61.06551,-0.38835,0.63472,0.64848
,179,55211.3,181.1,0.003351948,0.01999,-0.10538,-0.02215,-0.0916,,179,55211.3,181.1,0.001046605,0.00039,0.0126,0.00137,0.01531,,179,55211.3,181.1,3.32797,0.19092,-0.46181,-0.18504,,179,55211.3,181.1,1.98894,0.19092,-0.46181,-0.18504
,180,55220,181.1,0.031873951,0.19003,0.22266,0.36759,0.07297,,180,55220,181.1,0.009132684,0.00345,-0.02954,-0.04989,-0.00921,,180,55220,181.1,-71.35241,0.01329,-0.38455,-0.17741,,180,55220,181.1,-38.27711,0.01329,-0.38455,-0.17741
,181,55239,181,0.002431149,0.01449,0.01852,-0.10111,0.06264,,181,55239,181,0.000822814,0.00031,-0.00605,0.01283,-0.01046,,181,55239,181,-2.53932,-0.67003,0.28452,0.57138,,181,55239,181,-3.22457,-0.67003,0.28452,0.57138
,182,55248.2,181,0.005667199,0.03377,-0.0393,0.08543,-0.15788,,182,55248.2,181,0.000864059,0.00033,0.00252,-0.00886,0.01554,,182,55248.2,181,-7.08308,-0.60413,0.53098,0.53287,,182,55248.2,181,-3.84308,-0.60413,0.53098,0.53287
,183,55273.1,180.9,0.010910942,0.06499,0.16093,0.19502,0.03245,,183,55273.1,180.9,0.002718887,0.00103,-0.02008,-0.02392,-0.00721,,183,55273.1,180.9,7.51908,0.00158,0.07967,0.00479,,183,55273.1,180.9,3.69122,0.00158,0.07967,0.00479
,184,55308.3,180.8,0.015046949,0.08956,0.1938,0.22747,-0.01615,,184,55308.3,180.8,0.003807906,0.00144,-0.03008,-0.0223,0.00611,,184,55308.3,180.8,63.24116,0.33155,0.29769,-0.13437,,184,55308.3,180.8,32.61343,0.33155,0.29769,-0.13437
,185,55356.5,180.6,0.036914794,0.21954,0.32853,0.01667,0.33366,,185,55356.5,180.6,0.013066862,0.00494,-0.0497,0.00091,-0.04973,,185,55356.5,180.6,13.50762,-0.82148,-0.03055,0.89626,,185,55356.5,180.6,7.055,-0.82148,-0.03055,0.89626
,186,55367.4,180.6,0.173474382,1.03147,-0.44966,-0.91035,0.02319,,186,55367.4,180.6,0.050050974,0.01894,0.05381,0.12607,-0.01232,,186,55367.4,180.6,28.6173,-0.19537,0.0456,0.61917,,186,55367.4,180.6,23.15699,-0.19537,0.0456,0.61917
